vendor_code,vendor_name
s9vo,california fried chicken
s6lq,"mermaid gallery cafe, the kitchen table"
u7rh,test vendor
s4xq,cafe tidbit
s1nm,signature food club
s4ad,terrace garden ltd
s7qj,spice em up
s4aq,tasty treat- khilgaon (tempo stand)
s3rm,margarita storm(sunrise tacos)
x2km,sadia cosmetics
s0be,sevenhill
s0nc,somtam exotic thai cuisine
s9fa,italian pizza mart
c6ln,one test shahi chotpoti house
s0uq,subpoint - old
s9cq,oriental kitchen
s3pt,hide out -
s7mi,food papa - mohammadpur
s1zq,ghoroa hotel & restaurent - old
s7dl,sagotam restaurant
s0zv,goppo
s0at,hotel pacific
s5lf,puran dacca
s6se,foodvalley
t7em,one test juice bar
s6uy,luam's thai fast food
s7cw,ambrosia
w7ff,mahafuja's kitchen
s8yo,sausly's corporate
u2cf,narsingdi kitchen and catering
s1ly,dosa masala restaurant
s5hy,dosa house
u0hb,kashful sweets & restaurant
s4ht,foods & recipe service
s2hd,dulhan
s2mr,browny bean cafe
s6gi,italian pizza hut - shahjadpur
s2oa,platinum suites
s6kq,chaap er baap
s2gg,mango tree
s0if,pizza express
s8ii,tajnur bakery & confectionery
s6mg,la chopsticks
s7cz,the gourmet chef
t7qe,test chain
s3jo,cinnamon sugar
s1wa,siam
s0ce,pizza italiano
v4iq,test bd feng 1 - rest
s8ug,bibi biryani
s7ik,food & recipe service
s3bx,yummy yummy - banasree 2 - old
s4be,paraiso bistro
s1rb,gumbox
s6ll,new langthu rai chinese restaurant
t8ab,cancelled test vendor pops
s7eb,honey dew-hq
s0bv,cafe gloria
yu9l,tanha biryani house
s3mx,bd.fc - shahjadpur
s4pl,taftan
s5cw,honey dew-hq
u5bw,r.s pharma
z5am,top cake
s6pn,central perk
s8kk,royal bakery & pastry shop - kakrail
s8mv,american burger mirpur
s8zh,t20 burger
s7za,shumi's hot cake
s3sj,gharana
s1ue,village sweets
s6pm,sparks-hotel lord's inn
s2ro,candy floss
ahas,bhai bhai fast food & biryani house
s3do,the stage music cafe
s6zj,dear old
s1nr,la fiesta
s7lb,sakhora
t4wk,foodpanda test vendor for noakhali
s4ye,afc
s0nn,afc-sylhet
t5op,apan hotel & restaurant (offboard)
t0nz,mr.tea & snacks (off-board)
s3mv,cafe al-burn
s0vw,cafe baishakhi
u1rl,jalal home made food
s6zd,shawarma express
s4nz,fry
rrpp,day night indian restaurant - delivery
s9rk,moka bistro
puk6,cafe humayun
s5ii,shumi's hot cake
s3xv,coffee world
s7cv,shumi's hot cake
s9rl,campfire
rypw,bismillah canteen
s6rb,prince
nm7y,day night indian restaurant - delivery
s4rw,dawat -
s0tt,delicious treats
s9sx,well food
s4vm,best western -la vinci hotel
s4aa,new lin chin
s3zx,abacus
t9eg,dos locos
s7rm,turkish kitchen
s9ho,third square restaurant
s5vu,sorting issue
s3mb,i am real
s7jt,the backyard chef
s6wb,heritage
s5it,chi ré
u6ng,diganta thai chinese and kabab- thana road
u0jv,food's test
s5fx,sub lovers
s0nh,muminis home made food
s1kk,tandoori night
s8mn,oh! calcutta
u7fk,tayeba's kitchen
s9fq,shawarma house-bailey road
s9fn,juice land
s0fg,chewy junior
s6kb,rashna bilash-banani
s6nw,mr. baker
n2os,midnight coffee
s4ka,mermaid beach restaurant
t1ix,krishnochura mini chinese (duplictae)
s7fn,pizza king-mohammadpur
s0nt,hot & crusty bakeries
z2uw,sdas
s2xx,muslim biriyani house
s9uf,moka cafe bistro
s7ex,fakruddin
s4rn,nawab chatga
g5ou,oitijjhyer shad mistighor
s6ng,readymart food court
s5xo,angels n gypsies
s1ep,sausly's mohammadpur
u7rs,rain fast food
s6zh,foodbook-bashundhara
s9yv,cafe mango
s1yn,cafe meating - old
s0nz,candy floss
t2mm,test for ctg
s5nv,el dorado
s1oj,hotel royal palace
s6rg,kadai
s1ma,magvill sweets & bakery
s3zl,ifc-international food corner
s5pu,joss burger
s8py,cuf chinese restaurant
s9wi,dessertopia
au6p,ssu_test_231003
t5qi,taj snacks and fast food restaurant
s8bn,shawarma grill house
s5vt,burger n' boost
s6ts,crazy burger
s1lj,subs n cakes
s9mw,chennai express banani
s1nw,crepe-au-lait
u2jh,test
s4zg,shumi's hot cake
s8hk,kashundi
s8ts,goong the castle
s7zz,afc banani
s3io,monolava kabab and restora
s4wn,4's hot dog
s0ke,ghoroa (sweets)
mo8c,day night indian restaurant - delivery
s9eo,cafe elita
u4av,quality & test
s5xz,khadok.com - old
s8mq,tokyo japanese restaurant
s1cd,wow momo foods
t3mr,pops new city test
s0eg,blue liscious restaurant - old
s4xd,vadraz cafe
s2ck,sabrina's kitchen
s6rv,firehouse
t0is,sufia fast food & confectionery
s9jv,rasna tasty kitchen
s8jr,western grill
t9pl,vendor test for vc
s5yx,voot the restaurant
u4ge,testy bite cake parlour
w6k7,ma hotel
s7ti,shakib's
s9nx,invite thai & chinese restaurant
s7on,tea bazaar-uttara
s7dy,rock n roll - uttara
s0ls,red cherry
s6lw,the joint cafe
s3dq,zas café & snacks
e6dr,mamun biryani house
s8lz,mozzarella
s1rn,soi 71 thai restaurant & fast food
s6gm,sooper cart
s9oj,cream & fudge
u0md,r.s pharma
s7bj,tandoori night-motijheel
s5lm,real pizza
s9qj,shumi's hot cake
s7ow,tabarak bbq
s6qn,khusbu-jfp
s6sg,cafe noorjahan
s1bm,spicy grill
s2jk,lovin oven - gulshan 2
s1fr,food drinks restaurant
t6qe,test vendor -
s0dw,street cuisine
s2bt,tbc express-banani
s3ej,creme de la creme
s0yf,the flamingo
s4ny,omega 3
s3sn,online sweets
s1bd,new mama biriyani
s9no,sub & wrap
s5dv,raya thai chinese & party center
t3we,harun hotel and restaurant
t2nt,wow momo foods
s0sn,shumi's hot cake
s2no,grab & go
u7va,mickey world
s2bb,emmanuelle's restaurant
s8qq,aadda the luncheon club
s3ip,gorrette
s2bh,bro's
s6lk,afc-
s3wt,rasoy
s4uz,shawarma king
s0rc,bake & sweets (ganderia)
s0pg,grassroots
egzi,m & m cafe
s0ht,food plaza cafe & lounge
zm4v,sadi-alif restaurant
u8wi,just juice
s9bs,shawarma house-u
s2po,roadies cafe & lounge
s9gn,300ft express
s1wx,fajitas
s0so,fat burger
s0cb,rasta jerk chicken
s7sz,pyongyang restaurant
f2nk,rebel pos
s4jx,chicken world
s0tv,credit vendor template
u7cd,khan jahan ali pharmacy
s8do,swash
s2kh,meat lab
s0dx,korean express
s4da,in & out
s4ey,zamzam misti ghor
s6si,sausly's hq gulshan-2
s3pn,red emperor
l9ry,test and twist
s1dp,golmorich
s0vt,krispy kreme bangladesh
t4av,testy treat food corner & cafe
s4bz,open lounge
s6rr,feed an orphan
s1ag,loiter d85
s3gi,meena sweets
s3rz,cinnamon restaurant (hotel agrabad)
s6qy,hunger story
s4ln,fares restaurant
s3un,kabashish shawarma house corporate order
s1uu,sehri khann tickets
u6mq,panda care test
s7sj,naga inc
s5di,bun on wheels
s0lm,sa meh wa meh-gulshan
u9bm,bismillah home kitchen
t3os,order processing (od) test do not order
s7vj,dekchi
s8hp,coentro
s9da,wrap & roll
s6yb,the chef
hitg,khana pina restaurant
y1du,jibon's cuisine
v6bp,jalal miyar pitha ghor
mryx,nipa's kitchen
otiv,sadika food chain
hdt8,foodies malai cake
t1ko,glamour
ywjk,food piccasso
f9mw,halal cuisine
y4ca,amarer hotel
nua1,mukhoruchi
if4q,khanjahan shahi halim
c1fk,liyana food corner
z3ar,ruhi's kitchen
va9m,bright quality food
t7gb,bloop
o7e8,food festive
wwxk,bismillah sahi chotpoti
u7mt,rubel's
ka0i,food festive
sd3e,alisha's kitchen
u0mr,sneha's healthy kitchen
vx3c,new kopotakkho hotel
m8vn,cake n bake
dcn0,grameen hotel & restaurant
fhsk,banglar shaad
vn5o,mollick biryani house
f7jz,kabab wala
h05v,chacchu fastfood
hedg,bhuri & tikia house
dhs5,safa's cuisine
fnkv,sobhan bhai er bhaja
b9rw,mayer doa hotel -
u6lv,azim e ramadan
z4jp,bondhu vojon hotel & restaurant
sm4s,food mania
xpbc,shumi's heshele
ql5p,new abbas hotel
u3tr,m/s. sahin hotel & restaurant
wqxe,hawra
u8em,mamoni kitchen
c7n4,1 kitchen
x4rs,jibon's cuisine
alvh,barakah hotel & sweets
t3aa,bunohash
cy47,tania roshoighor
p5qq,faria restaurant
q8iy,food lovers - patuakhali
u8ja,shahid lassi & matha house
s5me,haldi arabian
s1sp,hazi biriyani house
t3bx,zaman hotel & biryani house
t7yu,kazi farms kitchen
ocvv,cooking diva
t3yz,food engineering - branch 2
u6jq,pineapple homemade food
u8td,kazi farms kitchen
u1cw,mithaiwala
u0nt,nadia's authenic kitchen
u2uo,sicily catering
s0bl,domesticus prime
s8wy,kazi farms kitchen
t7wk,kazi farms kitchen
t3fy,kazi farms kitchen
t2pl,golden tulip the grandmark
u8df,mithaiwala
u9zx,mithaiwala
s7xz,boro bhais
s4xy,kazi farms kitchen
s2br,premier sweets
dxey,take off food
s2ti,ling jing chinese restaurant
s1xx,shawarma street
s6yo,vaja bilash
t2uz,33 hub
s8np,foodhut - banasree
u5rx,doi fuchka cafe
s5so,baba ganoush
s4fm,kazi farms kitchen
a8zb,maya's diner
u2oi,red chilli chinese restaurant & party center
t7hd,leo's lair- mogbazar
ln5g,fresh food
u3eu,kollyanpur shawarma ghor
u8pw,sultan's dine
s2km,grihini
u5rv,banee's creation
u8la,nanna biryani - wari
u5yr,sara's kitchen
s6xj,celebrate cafe & restaurant
u5kv,kazi farms kitchen
s1wi,autograph live music cafe
u7jn,mithaiwala
s9qa,habiby's
t7ro,cafe biryani house
u5xs,baishakh biryani ghor
s5bd,mexican subway
u5rs,kazi farms kitchen
u3nw,m & s kitchen
s4ni,dhansiri restora
t9vc,kazi farms kitchen
t5ms,kazi farms kitchen
t2zz,neo - miah bari
u3wv,crust cafe (fcd)
s1sk,tangail chom chom ghor & bekari
t0aa,dr. green
t7td,kazi farms kitchen
s4vz,gowala
s0cg,cinnamon restaurant (mohakhali)
t3ux,bhai bhai hotel
f89t,dhaba - chain
s5jz,kazi farms kitchen
s9rq,la - jawab fast food (kather pul mor)
s1qf,cafe glutton
u0vg,the healthy kitchen
u2qn,kazi farms kitchen
s5lr,ahnaf chinese food
u8ia,kazi farms kitchen
s4lh,tbc
u1jr,lazzat
s6zi,the courtyard bazaar
u4da,kazi farms kitchen
u9wk,lava bakery
s7rj,city fruit juice bar & coffee parlour
s1zn,rubel biryani house
s6go,joyeeta-f8
u4mt,khana bilashi restaurant
t8ca,hotel new market
u1ci,mithaiwala
t7qw,texas shad restora
s7pb,just juice
s3iv,teppanyaki
t1qi,kazi farms kitchen
t9bm,kazi farms kitchen
m3xv,cafe samurai -
d2jb,tawsif food pastry & bakery
u9ah,noor biryani - katasur
u1wz,kazi farms kitchen
v0hi,hamza chotpoti & doi fuchka
yivj,ocean kitchen restaurant
i4rh,bread tea talk
smh8,fried king
g1wf,madhavas kitchen
t8ri,mum's cafe
k7pg,fuchka bhai
s5gq,kolkata kati avenue
u8mv,kazi farms kitchen
u0jb,kazi farms kitchen
s3fx,apon kitchen
s9gl,kazi farms kitchen
t2rs,bismillah borishailla chotpoti fuchka & doi fuchka
t7sc,mag daniel
u1su,mithaiwala
t8ka,bar-b-q tonight
c5zv,bachelor point food hotel & restaurant
t9cm,cornucopia
u0ac,kazi farms kitchen
c7zh,burger bite - kakrail
s7gb,off beat - food fusion
t4ux,bhooter bari - baily road
t1pf,burger chef.bd - khilgaon
i2zd,roshid fuchka house
xa31,anne's kitchen
s2ab,cafe selfie
s2xb,cafe hello dhanmondi
u0tg,hello kitchen
s8bx,bitter sweet
u9al,friends biryani house
s2bv,chandrabindu restaurant
o9ol,roshnir rannaghor
t7ii,gazi online food shop
s2bo,foodex
t5vp,coffee house & restaurant
s8wc,fajitas - dhanmondi
s6xx,moon kabab & chinese restaurant
s5qx,shuruchi restaurant
t9qx,asma's healthy kitchen
t2au,shahin hotel
t6om,cafe espresso
t6ym,mom's home made food
t2fd,hotel imam & biryani house
s3ua,popeyes coffee and fast food - uttara
j1bx,sanzida's kitchen -
s0ya,wanderlust cafe & bistro
s1lh,tayef garden rasoi restaurant
b5tu,chatterbox
s9dr,orange foods & flavors ltd.
s4nl,the holy crab
s1ta,nabanno restaurant
u2rq,dream maloncho & biryani house
f8dk,tehari ghar
s4sj,cafe point 3
t6zv,new rasel hotel & sweets
w1gr,haq restaurant and sweetmeat
t9uz,mayer doa hotel & bhat ghor
t1dp,safa marwa restora
s8rf,bakery island
u0kz,peda ting ting -
s8xn,food cart
s1nj,kebab industrie
s1dk,cha with ta
s1zx,delhi darbar- khilgaon
s9il,eden thai & chinese restaurant
u3lo,asha's cuisine
s7hp,mr. baker
qnu2,ruku's kitchen
s5ss,nilimas's dream kitchen
t0fx,maa store chotpoti & fuchka
u0dm,healthy food -
s5zu,matka cha & momo
u5ka,24 hours kitchen
s6es,greenyard restaurant
s8xo,jalapeno
t1dz,flavours restaurant
s9pb,fools diner corporate
t9ll,mayapuri hotel
t7fz,razzak hotel
s1gy,cafe express
m4yy,dhaka chotpoti and mijanur doi fuchka house
t8yy,sea shell restaurant -
s8nl,tasty tibet
t2na,bismillah hotel - 1
s4pz,adi nanna biryani - banasree
s6jw,black pepper
t0ux,tornado
s3az,hardcore chef
u5pn,delish bhavan
u0ep,nirala ghor
s1rp,devil's factory
u2be,chapai roshuikhana
t7gt,maryum kitchen
t8ph,hero burger from kludio
u8jm,nuryda's kitchen
t5ki,mexican chicken
u7qj,vurivoj
t5jf,hira chotpoti & fuchka -
u7vx,wizard food village
s4dx,red chick'n banani
t5fq,falak biryani - 2
u4fl,samsun's kitchen
s4ro,emerald bakery and cafe - gulshan
s6cn,chillers
t7gy,family store
s8eb,super heroes kitchen
s5pf,china food time
t1wm,digital moglai house
m2up,affordable flours and ghee store
i0es,nisha's kitchen - natore
t5ke,korban vai's chotpoti
t9am,the tasty food
t7fo,ahnaf enterprise & foods
u0vb,pure dairy farm
s9xq,mr. baker sweets
s8tl,ajanta restaurant
s2ic,skylight bbq cafe
t8ze,alapana chotpoti fuchka
t3yp,shadhin mama majader jhaal muri
s7zn,pimiento
u1xj,khichuri & bangla restaurant
s2lb,ffc
t3hg,sugar rush
u1wq,doctor's kitchen
s0xz,4 kitchens
s4rk,krispy kreme bangladesh
s7ay,dine park cafe & lounge
t8an,haji biryani house - bondortila
s5ie,kc cafe
s0zq,food street 2 - bashundhara city
u5ro,sharmin's kitchen - east goran
t9hv,vojonbari restaurant
t1mg,food products
u3ng,biryani ghor
s5ik,orchid garden thai & cuisine restaurant
s4he,a hot pizza - uttara
s6nd,smlxl open lounge
t0oi,quality ice cream house
t5wb,aktar vai's vaja pora
t5kg,tom & jerry cafe & restaurant
s7vn,mugholi voj
s8my,kutum korai
t4ni,pushpadum
s1zv,spitfire
s4ih,orient express by 3 dragons
u1zp,urmee's bakeshop
m3gx,holy food - chandpur
t0oa,happy new year chotpoti o fuchka house
t5is,presidency kitchen
s1ev,bulls n barrels
u1bo,organic juicy feels
s2by,shawarma house bashundhara corporate
t6un,goreng from kludio
t1hd,biryani bari
s9pp,masala express
u9hm,forhad restaurant & biryani house
t3cy,mayer doa fuchka bilash
u7jf,bismillah juice bazar
s2qk,cocobean
s4zh,helicon garden restaurant
t2rm,ziauddin fuchka house
u8qn,shathi restaurant
u3qk,sajia's kitchen
s4rc,sl subway
s3gn,petuk
t3ol,burger city
s0ug,broadway bites
s8as,gonga foring food corner
t1eo,khaboi khabo (food cart)
t0ly,shad chatpati & fuchka -
u2uw,mike's kitchen 2
s8hu,bread & beyond - banani
u8yd,bismillah kitchen
s2uk,coffee world-banani 11
u1vu,mohammodiya hotel
n8bd,ghorer khabar -
s0lx,marsha brown
s9dz,california fried chicken
t1dw,namira food
s1es,izumi corporate
s4wt,delicious food express
s3cj,food square
s2sn,jalapenos- authentic food station
s8wf,f@t mama's
s5qo,broccoli garden restaurant
s3nz,tabasco kabab & cafe
s9ou,subzone
u2eo,cafe panshi hotel & restaurant
dipg,nawabi bhoj fast food
t9vq,asha hotel
s7mn,mr. baker sweets
s3fu,grand sultan restaurant
t8lj,taleb's shushadu & mojadar chotpoti fuchka
t8mc,variant food
s6ay,chacha cha kha
u8wd,rokhsana's home made food
u7xi,mim sweets & hotel
s5vy,patuk nayori hotel and restaurant
t2ad,big burger & ice cream parlour
t2qj,jakir vai's kashir halim
t3dl,mayer doa hotel and restaurant
t2zi,goni kabab ghar
q9fp,khulna food carnival
s9nl,pabna misty ghar
o6h6,140.com
s2wm,star ice parlor
s9ij,nero sweets and bakery
s2ow,para sweets & bakery - uttara rajlaxmi
u9yq,m a sattar school canteen
t8qi,gorib newaz vorta bari
s7ty,grind house
s2mc,mr. baker
s3pv,food 24x7 restaurant
s3oc,muncheese
u4gm,bismillah dairy farm
u2rs,rizik restaurant
g1dc,salman chotpoti & fuchka - manikganj
s2gi,amigos banquet & restaurant
t2al,cng shromik hotel
s3vw,mr. baker
f0wi,velocity
u7fg,fresh mangoes
s2db,bistrovia
a5kb,wingman
u0hm,al imran restaurant & kabab house
s6qh,halal amal
t2po,green chicken
t9dy,haji biriani house
g5uy,anona sweets
u1mz,bhai bhai hotel & restaurant -
s8yk,tusi's kitchen
t8lh,cafe 2200
s4wg,barcode- uttara
s0zk,mr. baker sweets
t6qf,nahar restaurant -
u2cg,cake point -
u7rg,tatka chotpoti & fuchka
s5xk,popeyes coffee and fast food - khilgaon
u3hl,amantran fast food
t4sv,vai vai coffee
u7mj,provati food corner 2
s6ac,food art pastry shop & bakery
t4uz,food bucket
s8sj,tong
s9qw,hakka
t9ay,hot & spicy- malibag
u8ns,tajul food corner
s7ns,kella fote
t8mf,pach mishali ranna & pitha ghor
s8pi,golden harvest (frozen food)
u7na,mfc fast food
s2cs,hotel new bangla
s1if,hot chef
s4uy,droom
t6tl,bismillah shahi kabab & kacchi ghar
t3yo,food place
u5sg,sultan fuchka & chotpoti
s6rx,vortar nimontron
u9vr,ayesha's kitchen - badda
t3jc,bestlife world ltd - korbaniganj
s4zi,food carnival
u3vv,mt homemade food
d6tt,new abokash restaurant & sweets
t2ia,chatime
s3xm,cfc doi fuchka - mirpur 6
t3ht,mithai (sweets & bake)
s6qg,new piyasi hotel & restaurant - siddiq bazar
u1qy,frozen food service ctg
s0ay,westeros
u3rr,moriom cooking studio
t9lf,elaf restaurant
s5fs,helvetia
u1iw,fresh mangoes
t0xc,kanij food
s3jp,arbys kitchen
u9zq,shader bahar biryani house
t8uu,treat street
s1jz,ecstasy caffe
s0ji,hot & spice
c7gd,babu haleem ghor
s9cs,mouthfull
s6lh,face food
s9fi,bong-o-rosh - bailey road
t7mk,nishi chotpoti house
t3do,akram vai's muri makha & chotpoti
t0vt,the grand hall
s0tu,mr. baker
s6mz,raj mukut restaurant
t8xw,bismillah biryani house -
r5lg,mahid chotpoti and fuchka bilash
u2sl,food pavilion
s7bs,sliders
u9wt,hyderabad biryani house - narayanganj
u8eo,yummyy -
s3da,mr. baker sweets banani
b8yf,pizza time
u5nx,noyon sweets & hotel
s9ga,nababi food zone
u5jd,rasona sweets & bakery
s0dg,plated restaurant
u4hm,yummy foods
u1zs,shahin chop er dokan
u9cl,biryani bari-
s0hp,arabian fast food
s6bk,lakeshore hotel
s5hn,sbarro
u8gr,asha catering
u9qt,food garden -
u9by,tripti shaad cafe
u1ml,fresh mangoes
t3mp,spice garden
s2yo,mr. baker
s9as,jannat hotel & restaurant - old
t6yq,zubair hotel
u6ud,khadiza fast food
s9gj,cafe despacito
t3dx,ruchika hotel & birani house
s2sx,mr. baker
s1jd,wheely food
s3hy,supreme diners - mirpur 6
s2it,daruchini restora
s0af,nurjahan - home made food
g7jp,ten 11 resto cafe
s1on,hakka square - old
t8qq,deshio from kludio
u3oc,tanjila's kitchen
s1dg,venice italian pizza and cafe
i8xj,foodies corner -
s7fa,chef's den
s8ol,mr. baker
s9cy,taco inn bd
uqau,tisha sweets - patuakhali
u7lp,radhe karna kitchen
t3qs,fuchkar ayojon
t2ea,haji biryani house - eidgah
t3ug,dream bakes & cooks
s5dl,hot chickz food cart
t1dm,mithai (sweets & bake) - halishahar
s3oo,the great kabab factory
t5th,bhai bhai doi ghor -
u2er,fuad's food & it's outcome
s4jp,istanbul restaurant
s6wf,bexi cafe
s9we,meat lovers
s8ns,bay8 restaurant
u8nc,ghorer khabar - mirpur
t8er,bee burger & juice bar
t2mb,mayer doa hotel & restaurant
u8ln,bangali bhoj
s3dc,tasty tibet
t5si,ayttrik departmental store
u1rh,chowdhury biriyani - 2
s5va,jinlia restaurant
t9to,kings thai chinese restaurant
s6rs,king's
t8aq,aminul chotpoti fuchka
u0dp,big boss cafe
t6kb,apon chotpoti fuchka
s0jv,eleven cafe
s4mu,chef's house restaurant
u5dl,emoji restaurant & cafe
t5cr,nasir hotel
u3jt,foodbite
s6sq,jaks food
s4id,baba moin shahi kabab dhaba
s4gv,h. king palace
u3cb,spicy foods
s2ih,kutumbari
u8tx,food club fuchka
t9ga,vorta bhat
s3ke,bojra restaurant
u9ej,mosharrof hotel & restaurant
u6bn,takwa fast food
t8wn,bismillah bhat ghor & jhal bitan -
y4vq,lutfa kitchen
s9uk,sabroso
s9gs,mughal fusion
u2sz,hazari road coffee house
t9tl,meteor restaurant & reader
y9bw,tubas kitchen
s9cd,mr. baker
s4wp,nb food corner
u4vn,patty's kitchen
u9pa,oregano’s flavour
s1vf,pizza herb
t4me,adda 7 days cafe
s5ei,taste
s6eg,de chef's
t0rc,hiramoni restaurant
u3hu,khaibain ???
b6ps,amanot hotel
s8st,soul food - motijheel
s3zn,coffee time - chain
u5py,sei rokom vojon
