vendor_code,vendor_name
ab9d,jail cafe - uttara
z4ec,paradeise food zone
j5b5,eatio - uttara
g9lc,shawarma queen -
ko35,pizza 13 -
a0si,pizza party
zxan,tangy subz -
no6v,peri-peri chicken burgers & fried chicken
e97e,sultan's dine
ov3y,yummy express - nikunja
cgb3,shikder kitchen
jhgx,c.f food corner
b09d,cafe 99-uttara
n6yk,tabassum restaurant
o0wk,shahana's kitchen - uttara 12
f7ix,kajladidi - nikunja
p9bj,cake corner
uren,deshi spicy - nikunja
n8cs,chaina food
zx9t,shafi cafe & bakery
xqxo,tasteful table - nikunja
y5ri,jannat kitchen
zd80,fry box max
mylp,kitchen nightmare - nikunja
v3cp,shad-e-bangaliyana
h1rg,food terminal - uttara
fswt,home chef by zainab - uttara
r4lj,mou kitchen
cdr8,mega fried food - nikunja
o2te,rumana's kitchen
k7to,mamunir rosoi ghor
e5nx,tripti - uttara
pyql,jannat kitchen
ef2x,rome express - uttara
z5ng,venice seventeen
lnle,mm fast food & mini chinese - uttara
g0qw,mim dine restaurant
dcw7,muntahi food
ezrq,hot bun
sdau,rekha's kitchen-
i1qf,talukder fast food & chap ghar - uttara
m8p5,la vista food & cafe
ehws,undaal
un9r,classic fastfood & kacchi ghar
lz2c,north end coffee
k6kl,kacchi bhai
culb,juice land -
hamw,kacchi bhai
w3sz,kacchi bhai
wdvf,takeout
ntbt,misty mukh -
wala,burgeropedia
q9sg,pizza spot - uttara
yn8k,fajitas - uttara
womf,taskin's kitchen
c1lw,mithai -
cozy,rome express
o1rr,tibet momo - sector 11
lb05,chinese recipe
bs5w,roll space
kwuo,japanese flavors - delivery
j6z9,venice seventeen
cfpo,tehari & polao ghar
suzm,thai everyday
kk38,pizza gang
j95d,red kitchen
qznc,food truck bbq & grill
b5ui,molla chotpoti & fuchka
zp2f,cafe pizza house
x4fy,shireen's kitchen - uttara
m1fl,jr kitchen
o5ej,chilekotha
rixy,pizza palace
rxg0,ak food palace - uttara
t8x2,dum ladhidh
y668,nishu's pizza & juice bar - uttara
srss,al-waliyy kitchen - uttara
j0h0,ruchi rondhon
nsoa,chill bro fast food
k8l1,red chillies -
f7x3,mumbai express - uttara
mz82,dum ladhidh
jefb,grill master bbq & steakhouse
p0cy,diamond biryani
j8kp,fawjia's kitchen
esml,mak cafe garden
n4j2,sector 07 chotpoti & fuchka
hmc9,your kitchens -
r018,hotel fountain
hs1m,yoo burger - nikunja
ebxh,sinha's kitchen
ceur,billa's fantasea - uttara
trsy,food factory
fgwo,burger burger
v9ez,chatok food zone - uttara
q0bv,sara kitchen
o1kb,pure eats
eaig,sanjida kitchen - uttara
sy4o,rokomari ranna ghor
wtmr,melt
jkyj,sushi momo
yf37,crush momo - 13
zhqm,sushi yaki
z4qs,golden rice
y54l,fuchka wala
w1kx,golden food king
lter,the pizzario
d0ga,mr.junior
uopq,hot fresh pizza
dwmk,spicy @cool
qfh0,amri kitchen
h7bs,hawai mithai - nikunja
g1ic,farhana's plate
h1tj,cha ghor - nikunja
l5sc,baraka burger house
k5ru,food factory - uttara
z6u1,eri's kitchen - uttara
x3qf,manara cooking house
evmu,good meals - nikunja
he3o,tasty food bangla
byhh,food hunt -
f7f3,pizza hub -
qq1o,madchef
uk52,well food chain
v0cy,asian rice
cwx0,yo foodie uttara
ud0o,slice n dice
i3rh,new zafran restaurant
yqu5,cafe burger - uttara
wzoo,subway burger & chaap - uttara
n3wd,new indian dosa express -
xq7j,hot & chili -
usg6,meals on wheels by food safari
h5zw,shawarma house sector-03
f9yu,cook eat - uttara
rk19,al-ferdous hotel & restora - uttara
ondd,the grill master pizza
v739,pizzar adda
w6ni,yoo pizza - nikunja
qfoj,brothers kitchen
agu9,mumtaj mahal - uttara
h2wr,food mayor
pgzr,burger loop -
h1fv,burger school - nikunja
b1sj,osman tehari ghar
cuvp,tommy miah’s fried chicken
fkei,hunger solution by mahuya
d3ba,extreme kitchen
wcop,side dish international cuisine
r77b,flavours of afghan
bmny,bengali food corner
pqio,homemade food factory
nogg,priontir rannaghor
wg1w,ghoroa bangla kitchen - nikunja
gap2,chill oven pizza
njmt,hungry dragon -
txx9,shorboot -
wkg6,street chicken -
mbed,payel kitchen
per1,food corner
khrd,dewan food 95
rlcf,toost - uttara
i2dm,say cheese
wc8a,the burger greedy
efd9,hungry foodie
i7b8,burger bell - uttara
vidm,pizza king -
kpj5,pizza garden cafe & restaurant
zkrk,shrishal chotpoti & fuchka
rv9v,lunchwala - 2
kq4o,lunchwala- 12
ym3h,homemade foods
jh8s,kabab point - uttara
wie0,tacos shop -
br9e,shahi kitchen
p1dg,bengal kitchen
iaab,loca express - uttara
vbeu,rongberong recipe kitchen
v4x0,pizza go - uttara
wy6d,breeze restaurant
wjy8,family's cooking delight - uttara
fveh,puran r shahi chotpoti & fuchka
d1uv,anower's kitchen
n6la,well food chain
mfyc,pizza n pasta - uttara
umax,sky touch restaurant
h267,asian nirvana - uttara
y9sh,red rouge pizzeria - nikunja
uwd2,hasa-e-mozah
pol5,safia's kitchen - uttara
al2d,burgeria
g06z,broccoli restaurant thai & chinese
n348,biryani & khichuri khaw - uttara
w4ny,empress e4 - uttara
lr5q,pizza castle - uttara
ini8,rickshaw cafe - uttara
zffn,bismillah street food - uttara
bms4,pizz'n puffs
iee0,nur mohammad ranna ghor
in44,daily new fresh kabab - dakshinkhan
u83i,fooditude
vhgl,kanta's kitchen
jskp,me house kitchen
zyue,hot bowl restaurant
r5dr,tasty bangla food
qx9p,kiva han - dhanmondi
ijta,hangout cafe - uttara
a8zl,pizza khan
c0am,cooper's
y3pu,pizza mohol (not workable)
wcg3,ekushey restora - uttara
v8lq,fresh from the oven
i6lr,gayohut sweets
kqe9,ma biriyani house & fast food corner
vyry,rice 247 - uttara
k5ip,airin's kitchen -
e0rr,burger house - nikunja
g6hy,rainbow kitchen
z004,dine
co6r,kacchi xpress
wa0q,red chick'n
l6i5,oven cave
rq9i,oven cave
gqco,checker's sector 12
xyn2,intercontinental
x8zu,mim hotel kala bhuna bikhyata
cflu,shahi sofik mamar chotpoti & fuchka
koaq,nishu's pizza zone
r2ub,pizza amore
xdsn,hot kitchen
hs8p,rural taste
rpvh,ensure kitchen
mgwv,afsana’s kitchen
ox02,rasheed foods -
yrt7,pitha ghor - sector 10
zbmu,indian dosa express
nbld,jerin biryani house
tlvx,pizza break
zem2,red oven live kitchen cafe
v2gh,mukati's kitchen
apuk,hogwarts cafe -
a0mi,tin panda food corner
i7gi,good day restaurant & caterers
msqb,d'mex - uttara
qa6o,lahore kacchi restaurant
hjo2,bistro 16 - uttara
iotq,uttara jilapi house
xlcf,shack burger
vgp5,well food chain
i6m2,shack burger
k3f1,well food chain
igfj,well food chain
z0se,kudos
n8hr,redres
g3bv,kudos
fk47,kudos
yfa7,tasty treat -
r7gq,kudos
ggys,tasty treat -
f1ja,kudos
q9lt,mr.junior
c5sg,kudos
v998,tehari ghar
hrt5,tasty treat - surrounding dhaka
pojr,kudos
f3sd,kudos
vof8,kudos
xs03,momo point -
liy9,mughol biriyani - uttara
i3sw,american kitchen
y7i5,kazi farms kitchen
yu0w,kazi farms kitchen
zrjr,oven pizza
myet,chai pai restaurant
xajd,jol tong
ureo,chui gosh
y1vi,new first kitchen
qd10,urban fresh
vr9i,big bite's - uttara
f41u,chotpoti & fuchka
v6lu,pizza shuttle
dzbg,yoo cafe - nikunja
wb6r,kustary orchid -
tc0y,japanese flavors - uttara
p0yj,ff food zone
zl92,chinese recipe
ts4v,thai everyday - uttara
jgx2,pizza amar - uttara
m20w,hazi life kitchen
n6gp,ant restaurant – nikunja
e5n0,dum ladhidh
g2al,sn kitchen
iqry,bogura doi misty ghor - uttara
x6qc,liquid station - uttara
b3nq,adil cafe - uttara
bc2d,uttara shawarma & pizza house
gb3o,trisna hotel & restaurant -
p4lk,pizza hunt-
xe64,chicking - banani
l4px,chicking - banani
jhky,ma babar doa chotpoti fuchka
r547,delight kitchen - dhanmondi
x8fz,foodmania
i9oc,delight fast food corner dhanmondi
fuda,tangail misty mukh and bakery
gyfh,thirty3
pz6t,coffee lime
lswd,heritage bistro
d56v,ricoh food
ptlt,marjan's food court
d4pk,bangalir nimontron
mi14,midnight pizza - gulshan
ss3z,bhojon roshik hotel & restaurant
dawy,bake & bash
rr6q,sana's kitchen - dhanmondi
utl5,fast food booth - dhanmondi
j0cw,thahiya's kitchen
dsy0,anan kitchen - shukrabad
knbv,dosa house
dim9,zara kitchen
kxaq,pastry gallery
i8xa,rumi's home made food
i4kh,taste of home
n8fn,hello puran
fady,food galaxy -
gf9z,sweets nakshi pitha
jjxr,meatbox junction hatirjheel
ytni,rodela's kitchen
ylj6,naz kitchen master menu
pni8,musa food corner
ij76,ahar
ns4s,boss burger
zu6x,soha kitchen
gwy4,nhn home made food - dhanmondi
b8wy,fayaaz burger house
x3oo,queen's confectionery
xijt,metro biryani house
lpo2,food peyala
efnj,fresh foodies
j0k4,plan b
qx42,kiss the cuisine
sym8,oliaulia homemade food
otbi,melted butter
ue91,ayesha cooking world
i2rr,the blossom buffet restaurant
etto,taste beat
dg4s,cup of joy
s5n7,srimmty's kitchen
ckrz,pick platter
cpx9,icing on pies
sodd,dosai restaurant
w6um,sisters restaurant dhanmondi
j9hh,yana's cuisine
vp7b,naga chicken restaurant
d8nd,kakon's sweet house
gc0p,mn catering and business
v8am,aaate achar
bwlu,chandrabindu's homefood
mppj,mayer dowa restaurant and biryani house-senpara
e808,mras restaurant
k5zx,forever dhanmondi
z6ja,kacchi & sweets - zigatola
h2in,shahjalal (r) hotel
b9x7,boishakhi biryani house
i5rl,heaven's kitchen
inv1,mymoon snacks & coffee
b336,mom's kitchen for you
r7p4,anamul's kitchen
r7qc,new burger king dhanmondi
kgkc,grey box - dhanmondi
i5hg,papon's kitchen
p1a9,sft burger house - dhanmondi
ztng,neha kitchen
bg4y,the big pizza
to8q,al-amin fuchka & chotpoti
dgz6,pastry gallery
mfnq,rudaina's kitchen
q3rj,take a bite
x6iv,the classic
kncu,puran r oitizzohbahi fuchka chotpoti
beb0,the flavor of home
jzwm,beyond food valley
g0im,mom's healthy food
xj1x,chayer mela & juice bar
hxmy,evening valley
ti38,cheeseman - dhanmondi
nw9x,the park cafe & bbq corner
zfwm,chomok's kitchen
u686,chili's home kitchen
y40r,home flavor chef
chzd,sister's kitchen - dhanmondi
wr65,brinti's kitchen
a6fq,oven pizza cafe
w8pz,burger cheese- uttara
wm57,burger shop
rfpc,khaza biryani house
z8dx,foodie's den
rqwf,our food story-kafrul
fa2t,pastry gallery
o3z7,poppy kitchen
jsx5,taste eat
ttm6,bismillah bhat ghor
dw88,foodsy
eyq5,indulge
nkks,afifa's kitchen
dvtk,saleha's cooking
h5qm,red kitchen
k4si,friends restaurant dhanmondi
os0p,samad fuchka mart
siip,nafeu's kitchen
srp1,burger hut bd
jxpv,noor food corner
lh4b,steak food
y7li,hassan shah's kitchen
sglp,naz kitchen master menu
l94v,food break
jug4,foodies tunnel
fm03,haji restaurant
x3ui,doi misti
hf32,lima’s kitchen
jal3,family kitchen
nssk,toasted
fwn2,porabarir chom chom
f4pa,al nahian juice bar
yopa,recipe by jannat
xz7l,nil nilima kitchen
m7ga,azrin's kitchen
zwpd,shopnil restora - panthapath
mndj,dragon's bay
c0sp,burger house - dhanmondi
ix6p,bamboo tea
tjsj,hazi kacchi
qon8,tasif's mom's kitchen
u72i,dhanmondi bachelor kitchen
zpp6,yammy home kitchen food
wxe0,feel n chill
egwh,burger bug
yqmj,ayra's kitchen
qaya,cha-ddabaaz
x87k,foodiest tent
bkpd,nasreen kitchen
s18j,cafe osteria -
czvx,cafe dhanmondi
lsx9,fuchka village
p7au,mithai -
avrd,indulge
p945,tree house
hcfh,best fried chicken (bfc)
xxas,burger lab
gfs6,akter's kitchen
w0ui,open pizza kitchen - mohammadpur
filb,cafe sao paulo
fwvb,chicken hub
q4z7,dunkin dine
nsan,banee's creation
g3vr,banee's creation
k3fh,zays kitchen
p6sw,thai chai
r7mr,half time
q7fv,kakon's kitchen
f9ts,bismillah hotel and restaurant - dhanmondi
e9eo,chicken bhai
rbiy,cafe tawa
x5up,fortune’s kitchen
k0lc,tangail mistanno bhandar
g8p0,koolfiano - chain
c9jl,addavozz cafe
hnnh,rupchanda restaurant
z6uc,mom's delicious cooking
xbin,the flavour of meal
c0t1,purnima's kitchen
yl0x,authentic bikrampur
nnoj,zarin's homemade food
cs8h,takwa food corner
w632,momo’s kitchen house
pkat,kacchi king
y9d0,bitzza
gg10,yolin's fuchka
tr7c,ranna bari
ubem,saidul's restaurant
r0ug,lubna's kitchen
tvd2,kitchen craft- meradia
v3pe,lipi ranna ghor
iozf,salma's kitchen-
imco,rezaul's kitchen - hazaribagh
zi88,maria homemade food
ha1m,burger ready
jzbk,kiva han
wq6p,sharmin's kitchen
h1jx,the burger point
e2wc,the cravery
o7jm,smooth cook
eiz3,shancita’s kitchen - dhanmondi
nmv4,saeid kitchen
nctu,tania's kitchen
g1ds,amader rannaghor - mohammadpur
ziv3,cafe taqwa restora hazaribagh
lhbk,wings & legs-dhanmondi
b6wo,yummy yummy dhanmondi burger house
s6m8,ghorer khabar
l8ap,home made food
mxsz,eva's kitchen-khilgaon
vz6b,chicken bhai
j3ih,joyeeta pratorash & jol khabar-f7
fl2h,khana khaiddo
l5tb,within 100
ed3p,sanjhbati restora
pzvx,pasta live
vv7l,the best pizza
jcyw,ghorowa appayon
f1it,street pizza
tkbe,shayan's kitchen
ablh,juice and coffee house
jud4,munshiana voj
k0wq,live food
utgt,lotus kitchen - dhanmondi
cq2f,pizza all time - dhanmondi
anm3,fujiya kitchen
o242,lira's burger
ldhu,kitchen panda
kgfv,kulfi factory
k8rh,foodpath
c7y0,passionate baking
ab04,bristy home made food
kpk6,afrina's kitchen
k972,ayesha's gallery
w2qc,homie's pizza
khls,rima's kitchen
js4y,farhana's kitchen
jjch,miss delicious
g4sj,ruba's kitchen
d9k1,zara's kitchen
sr0h,royal cheese burger & cafe - hazaribagh
j9ab,pizza master - mirpur
d0vy,joey’s
f14f,drool burger
kw3g,yeasmin's kitchen
l8rl,delicious selection
w9ww,oven pizza kitchen
c1fy,fauzia's food canvas
j8kq,gite's home kitchen - dhanmondi
xtfy,pial's kitchen
c0mb,welcome fast food & general store
l8pd,gapush-gupush khai
vw3m,peanut pinnacle
k2oq,pizza glaze
l0ba,liza's kitchen
g3er,welcome juice corner
vilb,matri unun
z4hg,wow pizza
atmg,priya bakery and sweets
kkhz,food fusion
i1oi,the rice company
oe3z,farhana's kitchen
g8gd,new burger king house
ync9,fresh & tasty
yelq,banglar bhoj - dhanmondi
tldx,mithai - dhaka
p6dd,tiffin box - hatirpool
byin,fry bucket
rgvy,tasty treat - dhaka
e2fm,freshgo kitchen
g3hv,tangail mishti mukh & bakery - west
zwwf,shova's kitchen
shtg,big burger - dhanmondi
wjbr,creative cuisine
j6yd,monu khaiya deho
gfgr,sister's kitchen
mqg1,shefa's kitchen
r36o,joyeeta kitchen
f5ty,khanapinar nimontron
cpbk,pizza club -
sqak,the rice bowl -
v8yp,dihan's kitchen
h1er,cha-ddabaaz
n19k,tel kom biryani
zt1r,saifan mini restaurant
e6bn,s.p kitchen
wlha,burger baby
ufgl,soul food restaurant & cafe
oggi,khabar ghor
up9v,unique kitchen
gvtv,home spoon
b0dh,khushbu kitchen
e2wl,rameem's seasoning
gaey,achar
afie,amish niramish
jrzt,home made food gallery
innu,jw kitchen
yjxq,nehan's home kitchen
denj,faria's kitchen
xbx5,juthi food corner jfc
p4g9,plug & play
otkz,pizza on time
pqpj,bismillah hotel & restaurant
st1p,griddle cafe & lounge
dkqu,shimu's kitchen
xbvn,subarna's home kitchen - hazaribagh
fm9t,shwapna's kitchen
zrfm,nuha's kitchen
egxl,delight pitt
e44o,foodpath
flhv,last bite cafe
wbu5,turkish shawarma delight
jo98,rokomari pitha puli
l6pb,cakes in city
nkl1,sathy's kitchen
prln,thanda garam
gt84,tsubasa
duvw,dosa express
vcev,cp five star & bengali cuisine -
z3xr,maa babar doya bangla khabar & biryani house
m1gp,new pasta house dhanmondi
w2zw,food quest dhanmondi
mx5y,cheese bomb
g97f,parul's kitchen - hazaribagh
ytkg,meat & grill
k390,afreen's cookery house - dhanmondi
cgpb,pizza break -
e40p,fuad's kitchen
b18v,shajadi bangla khabar ghor
c2fh,ava foodz
icn7,jikra’s homemade food
iv9m,doinik ranna
cm4u,ahar home kitchen
p2if,arani rannaghor
ahu1,glaciem (coffee & ice cream club)
a50w,ghorer choa
oxtd,mother's kitchen
gx9p,tafida food
x3wx,tuhin's kitchen - dhanmondi
b555,pizza best
e632,smash hub
vuq9,humayra's kitchen
in61,iconic taste
f02n,borishal biryani house
yn5s,ahari biryani house
aeio,food empire
b9ig,bangla bhoj-
bh4g,check in cafe bosila
zen3,wasabi
gvk3,indian spicy chicken
aipy,pizza 369 - dhanmondi
onvv,247 food express
j2v4,indian spicy chicken
rmsf,wasabi
bu2p,indian spicy chicken
o0jv,wasabi
s1a6,wasabi
llri,bengal kitchen
pa2p,pitha puli f8
q6wm,shahi tandoor
nay5,omir adda-khana
xjgf,o’mayo
j9op,anzar’s kitchen
h6wc,pizza king - dhanmondi
sn32,food bay kitchen - dhanmondi
fb8c,shopner fast food rannaghor
e4yg,fahim's kitchen world - sukrabad
b6ni,open pizza cafe
p6kd,munni's kitchen - dhanmondi
eojp,ambiya's kitchen - hazaribagh
y1fb,mim's kitchen
bzxg,cafe family needs restaurant
m92a,burger club
d3o8,palmer's cafe
l21b,five star restora
lyun,dishco
o9l3,mirza juice & coffee bar
dspc,osthir khabar
dt2h,kababiana
o2dt,shamima's kitchen
sra1,test & rest
wryr,yo berries
yf74,cafe taranga
v0gt,teppanyaki
atda,elaichi- a bengali food hub
x9km,new dhanmondi (bsk)
ezjl,muniya's roshuighor
rwro,the chef
qlxl,joyeeta bakery & pastry f12
dqev,rosui ghor-new market
sd2t,royal kitchen
mvef,koolfiano - chain
di7q,winger kitchen
vqni,food friday
xbo5,bihari restora
b7pv,smooth burger
o9q2,j fast food & juice corner- rapaplaza
oycn,khadiza's kitchen
ije9,farhana kitchen
j2hc,lemon
uab8,hello food
y32s,bristi home kitchen & food service
h0do,dhanmondi fuchka bilash
u513,bismillah food corner
f6vn,food lovers - dhanmondi
v2my,the burger time
cvyt,new shahporan hotel & restaurant
mit3,red chick'n
yz74,sara's kitchen
wpge,coffee ghor
dxe9,fry in korai
z3z6,jani food home - dhanmondi
xrui,babar's kitchen - dhanmondi
n4ja,bombay chap
z7wu,home kitchen - shangkar
e1f0,sarah kitchen bd
tede,fuska gang
gl39,rehana's home food
elkm,foodies bite - jigatola
o4w5,signature street
nmfv,bangla recipe-dhanmondi
vr50,elixir
p49w,panch phoron - dhanmondi
uwex,cha-ddabaaz
qpyi,j fast food corner
op0m,luchi kabab
zw4c,teppanyaki
dl2y,quick bite cafe
b311,lovely's roshona bilash
fnwk,chicken bhai
j1br,yo berries
n1lm,machboos
o4e7,kaniz homemade kitchen
yy5d,nilufer's kitchen - mohammadpur
de5p,payesanno - hazaribagh
icx6,e-kitchen - bashundhara
k5te,red chillies -
faqh,thai kitchen
j8ir,cafe seven17teen mogbazar
ouid,khabarer adda
qle9,check in cafe-
lacm,mouli's kitchen
munm,zaman hotel 2
hk5u,tanvir's home kitchen
e75w,ittyadi - rayerbazar
bt34,ma kitchen
lf3k,paprika express
scg1,the art of the chef
a9uq,sabroso live
kgna,mamonir rannaghor
fcco,mn food corner
gh4r,modhu makhi - hazaribagh
pkld,shahi kebab
ei5v,tasty & shahana kitchen
rixa,mahmuda's kitchen
d9j4,riders club restaurant & cafe
qo2u,mehnaz bd cooking
axxn,beyond bytes-banasree-d
gqrp,burger laboratory
ow57,das kitchen
xcq2,abul hotel
v2vg,bar-b-q tonite
s685,new hanif biryani
j8u6,yatai
fjtg,taza bbq house-
hhog,la ting ting
qglh,bhaggokul mishti & bakery
wok1,coffee connoisseur
dggj,saba food fusion
qumu,lb kitchen
f0w3,j fast food corner
nn0g,hello food
opfy,munni's kitchen
n28o,trina's kitchen
eoyv,old terrace
t16s,bite me hatirjheel
gjfi,sumo salad
uj76,mazeda cafe and restaurant
znvx,cook's box
c3ya,food heaven dhanmondi
tcaz,goods from afsana
cqf5,soft bite - snacks & juicy cafe
ya3t,tahrat home kitchen
i38t,tangail mishty ghor
nmqu,ayesha siddika's kitchen
rd4h,meat treat
jsc6,trisha's cake shop - dhanmondi
z861,bangla khabar - jafrabad
e2fd,bismillah chotpoti and fuchka house
x4o1,tangail mishty ghor
d1bz,aesthetic food
wri2,s.s.p.o food
yef3,the kitchen knife
bljb,korai pasta
uetp,droom cafe & restaurant
g8h2,h & f food
unqs,fish & meat
bgl7,j fast food & juice corner- satmoshjid road
vkrl,sukran juice & coffee shop
rafm,tufan - hazaribag
aonv,tanvir home kitchen
q771,bonna's food bakers
qluj,twelve30 cafe
g016,elixir-rupayan
ff3q,puro pastry & bakery - dhaka
pwi1,tasty treat -
iue8,red chick'n
e6sr,tasty treat - dhaka
y94s,tasty treat -
ihz7,dish a day
vtwx,star coffee house
fvsq,sliced
fnxj,cafe alfio
tynb,farhana's kitchen
aqw2,takwa food corner
xfgj,fat del dine
rhku,ayan home kitchen
k6jo,food huggers
e9q9,ghorer khabar
zw9b,nabeela's kitchen
cgxn,shahebi khana
rho2,moly ma's kitchen - mohammadpur
chma,lalbagh shawarma house
dhi8,aazbah's kitchen
gs2t,pizza street-
epew,bhai bhai burger express
fbjf,hungry heroes
ypcx,nom nom
ja03,maisha fuchka & chotpoti
i2nz,mache bhaate mora bangali
y2c3,shopner rannaghor
pd75,rosonar tripti hotel & restaurant
i4qr,home restaurant by nupur
wbik,khai dai online food shop
y7jt,sabnaz's kitchen
gofi,mama fuchka & chotpoti - dhanmondi
x5nd,tawaf mini restaurant
d2xv,mom's kitchen
xebx,cafe demand
c3vn,al safi
motv,creative kitchen
zzko,mou's kitchen-shabujbagh
z28b,bhabi's biriyani
e6lt,shopner feriwala
svux,food city bd
wkqc,hello food
yeik,mughals
p2gr,fatemay's dyne
mh7z,foodpath
av0y,guest house
a9pc,cheeze inn
fa21,mina kitchen
jgj8,zarin's food
sy7y,green chili
z44o,shahin's kitchen
qchp,iya khana khazana
ed4u,homemade by mahfuza
x3aq,oven pizza cafe
m2ft,treat panda
y7nz,tasty food - dhanmondi
l8wb,razaqtana
y7xk,open pizza kitchen - mohammadpur
dj6b,jhot pot kitchen
d3mi,chicken mania
h9yk,red kitchen fast food
gb4c,jatrabari colour cafe
k4la,diya's dine
aea2,ns food
d05b,deshi khabar deshi shad - jatrabari
yhpg,shugondhi roshuighor - sutrapur
pc6z,ghorowa biryani
ajmk,promi's juice bar
pxci,quick chef
iufe,chola bhatura
r9bq,ghorowa juicebar
syji,nana haleem
ovsf,elite kebab house
ezz0,nana juicecorner
yncf,bangaliyana'r panio
qyuq,the great gold spoon
u5h4,maroon juice bar
v2ov,nahar cafe
nmhp,chara kitchen - demra
l547,queen's cake
i7ni,shajalal dosa express
d9gz,s baker food & pastry
hbw0,tiffin box - gendaria
w4vt,s baker food & pastry
c8fa,masala dosa express
ew3k,food court - lalbagh
mn69,joytun chinese & restaurant
k0fj,khoshbu catering
m5ye,candle night restaurant
yimf,miss mellow
q0dg,mamu bhagne food corner
g3es,hfc
d3cf,golla juice
p97d,hasan juice bar
kjz5,ns coffee shop
v1gg,burger adda
a6cz,cafe goga
f4jm,m & m cafe
e1tg,thai chai restaurant - khilgaon
z1ia,saga bd restaurant
irab,foodhouse
oszk,nabila's premium kitchen - shonirakhra
glm6,juice house - lalbagh
l4id,aklima'r ranna ghor
x9te,the balloon restaurant
r5oa,taste cafe
n6cu,pizza mela
or88,quality juice corner - mujahid nogor
q5qp,sohel biriyani hotel & restaurant
c3y0,jonayed kacchi biryani house
c2ze,food mood
l9jc,unique food gallery
p99r,home food for you
bm73,burger hut
ypku,khichuri world - gendaria
n8vm,khao-dao
lg89,chef's design
jt2g,red eye chicken
j3az,cheezee
y4au,rokhsana's homemade
n8ei,koraibari
fq4z,dhumketu's kitchen
f9sf,family kitchen
d37n,roposhi bangla
n0wx,ashraf's kitchen
j4km,ghorer pizza
d6jb,farhan's kitchen - lalbagh
m6f9,black belt momos
uhfz,ranji's kitchen
o8ev,lets eat burger
k8qj,good food - demra
r6is,dal bhat restaurant
w9kx,masala dosa express
c5ux,rahbar biryani and kebab
a2oq,meet point cafe
h2jc,shastokor khabar ghor
fouv,araf juice bar
yotg,nuran food house
a7ak,sayeda juice bar
n0rz,capital catering - mugda
c3sk,alamin fuchka ghor
u76f,elite juice corner
gzgn,nana juicecorner
ghxs,the exalter kebab
a1ig,banasree juice bar
y0zl,shorgol
e6t0,sif juice corner
z4ay,alamin juice corner
m1jf,tactic
w5yo,sayeda fast food
q0l5,bunny juice bar
qsm5,suchona's kitchen
pumb,kijan's juice bar
w9ed,sharmin's classic food
f1iv,alif food
urpr,home foods
r1sf,radhuni restaurant
yhg3,allah'r dan dosa express
v2iw,tarif kebab house
zc89,pet thashar golpo - jatrabari
k8k1,hasan kitchen
q3af,sallu bhai-er bhuna khichuri & muri vortha
qbcx,mimi's rosuighor - matuail
lmca,bangaliyana - jatrabari
bcse,bunny tummy
q915,gungun cafe and bbq - mugda
quwm,friday's kitchen
gjm5,rafi's kitchen - jatrabari
jb9c,fr chicken
b4jr,cafe 90's & catering
diu0,recipes by rintu
jx3x,fr juice bar
q5pk,sharmin's kitchen
f2ox,hef coffee shop
k00q,ghorer khabar
vjst,shahi coldcoffee
u46q,shahi bhoj
z8bu,dholu's hotel
l6zy,pastry house
vh3m,masala
xw2j,shams kitchen
q8ok,sultana biryani
n1oa,joana biryani
j0vg,tulu'r canteen
mqbc,nilar rannaghor
p4iz,best cook
i0gr,best recipe
c2ut,crab villa
mi93,royal bake house
y9dh,south kitchen
c5kn,tithi's kitchen
l0ru,south side cuisine
k5gi,borat hotel & restaurant-
q4ah,joana's kitchen
wl33,sultan home kitchen
lktf,shamim pitha house
mt33,bismillah coffee & chinese house
h562,plate 71
vz81,mou's kitchen
jacg,restaurant & dairy
pd86,tasty & spicy
snjn,gopal vaar
z7gn,yummy time
blc9,rose juice & pithaghor (7 rastar mor)
yuxq,ghoroa shaad
egv9,shan's cake & bakery goods
cyx9,new bismillah mini chinese
u0v2,foods land-home kitchen
escy,wow biryani house
kl4a,sohel fuchka shop
d94c,dark valley
nl8o,junaed fuska shop
wfag,baraqah hotel & sweets
bl8n,food studio-kingchef
mw9d,food studio-zoha's kitchen
iq80,food studio-mama noura
g0zj,lipi akhter's kitchen -
l4rd,pani puri
a0b4,rifat kitchen
y3kj,new kacchi ghor
pxtq,esha's cooking corner
bo8z,tasty biryani house
q9js,kitchen arabia - outlet 2
f5cg,in sha allah kitchen
py9y,rimjhim shingara samosa
qr19,allah'r dan chotpoti
tpnj,bake n' flake
mxw0,ashraful hotel
w5bn,students biryani house
hinh,zaitun sweets 3
f1mk,fnf adda restaurant
yzan,khana khazana
rp8o,deshi khabar
a3xn,mahira's kitchen
g5s3,ayesha kitchen
yfpd,kaniz's cooking
ow1t,sunshine kitchen
o7dp,foodies malai cake
vm4w,raya's dine
tkwu,allah'r dan biryani house -
dwxa,ghoroa dhuny
nuq3,shovon biryani house
q219,shahi vorta bari
qugy,panda hotel
zlpl,modina restora
eqk1,rest & eat
nsuj,mummy's dine
drxw,abdul goni hotel
jsda,osman bhaier chotpoti & haleem
gz0e,shahjalal hotel
fa64,dhaka biryani house -
pfzt,sweet pastry or spicy
a2tz,al-arafa restaurant
hc19,khokon bhaier haleem
uddc,golden taste
ui1n,moubon restaurant & party center
appw,kawl-kata kacchi biryani house
